@relation _home_developer_dataset_rev_freshrevs_train

@attribute text string
@attribute @@class@@ {neg,pos}

@data
'This hotel stay was a major disappointment and I would not stay here again. The restaurant does not open during August - apparently not enough guests stay to warrant the cost....not surprised. My room was very noisy _ i got bout two hours sleep. The main problem was the bars dumping their glass bottels from 11pm to 5am. There in no air conditioning so the rooms are very warm indeed but you cant open the windows because of the noise. When the bottle dumping stops its then the turn of the pigeons outside the window to weave their magical sounds.Breakfast was a major disappointment.....not enough staff, just one on duty and one borrowed from reception, until someone came in at 7:50 but was late.So all in all a very poor experience - at least reception disk apologise at checkout - but it would have been better if they had really meant it rather than the cursory \'sorry about that\'.The bathroom was not that clean and the rooms definitely need to be freshened up.I will not be back.Room Tip: Ask for a room that faces the main road rather than the bars.See more room tips',neg
'i stayed in the met hotel for 3 days due to a conference i was attending..and after looing at the reviews thought i had best get a deluxe contempary double, which was extremely dissapointing...i think the hotel should take a realistic look at what other hotels chains are offering to bring them to speed of what is expected of a 4 star hotel! my t.v was old and tiny, no fridge, no mini bar, no selection of t.v channels, housekeeping woke me up despite having do not disturb on the door..even if they hadnt opened the door, i still heard them shout \'housekeeping\'to the other guests at 9 in the morning! in all my experiences, in many hotels, this is a very dissapointing one. I have to ask the question why is it luxurious? whats modern about it and whats contempary?....even ibis have flat screen in their rooms now and thats a 2 star!! and dont get me started on the staff or the prices for drinks at the (tiny) bar ...we tried to get \'flaming sambukka\' that would not light..i wonder why (surely not watered down)!! the beer was flat and 2 small glasses of house wine was over £12 ..shocking since it was corked.Liked &#x2014 leaving',neg
'Well, i dont really know what they boast off, fine the ambiance is nice but then the food sucks. I came to know that the pool side bar is only open for people staying in the hotel, if that is the case then they need to publicize this on there website, privacy... if that is the case please publicize it because the guests can feel a bit embarrassed when the staff rudely denies u entry for no fault of urz as u never knew about it.The drinks in the bar is served with Kurkure and Channas... now how pathetic can that be in the 5 star, common, i was seriously shocked when i saw all this, i was paying for an overtly high priced so called 5 star food, but then the star rating doesnt always come with the beautiful architecture but with the service as well.The veg platter i then ordered with the drinks were equally disgusting, i am only rating this hotel 2 because of its aesthetic looks, otherwise when u talk about 5-7 stars, this should be just 1.',neg
'Was this review helpful?Yes Problem with this review?var JS_mem_travelnet_friends_disabledM2M = \"You have disabled member-to-member communications\"var JS_common_Clickhere = \"Click here\"var JS_mem_travelnet_friends_turnOn = \"to turn the feature back on and send your message\"var JS_common_close = \"close\"var JS_js_common__207f = \"Are you sure?\"var JS_common_Yes = \"Yes\"var JS_common_No = \"No\"Ask Ray127 about Metropole Hotel (The Met) This review is the subjective opinion of a TripAdvisor member and not of TripAdvisor LLC. RiknpatToronto ONContributor15 reviews Reviews in 12 cities 116 helpful votes OK but not greatReviewed October 26, 20031 person found this review helpful',neg
'Good location for station and city centre, which is why we booked. Room spacious, but bed and chairs not very comfortable. Antiquated TV without teletext - I am extremely hard of hearing and dependent on subtitles. Adolescent duty manager had no idea what to do about this. Bathroom looked good until I turned the shower on and discovered the miserably inadequate water pressure. We arrived late evening and ordered a bar meal - kitchen staff clearly unfamiliar with croque monsieur, which lacked the top layer of cheese always provided in France. Breakfast quality seems to depend on timing: on our first morning, when we came down towards the end of breakfast, the hot buffet had clearly been left unattended far too long, as everything was lukewarm. Most items were overcooked, but the sausages (by way of variety?) seriously undercooked. It was better on the other mornings, when we were in the middle of the breakfast period.',neg
'When we arrived at the hotel, check in was fine - even though I had requested a twin room, I was told that there was no twin rooms left as the hotel was full and we thought what have people been complaining about on Trip Advisor.... well on our first night we found out... there was a party (it was the season for parties, so I did expect some noise....) we were on the second floor above the party - the floor was vibrating with the noise and you could hear every sound - this lasted until 1am!We went down for breakfast the next day, it was fine had to wait for a table - breakfast was edible but not the same quality as I had stayed in other Principal Hayley hotels - breakfast the second day we had to stand for 10mins before even been noticed that we were waiting for a table. On our second night stay we had to be evacuated a couple of times from the hotel due to faults on the fire alarm system - we did not get an apology from the hotel - when I have stayed in other hotels when they have had a fault they have said we are sorry and what had happened - nothing here!When we checked out the staff did not seem to care about anything - did not even thank you for your stay or any inconvience due to the party / fire alarm! When I checked out I was told that there was nothing to pay, yet when I have receied my credit card statement, there has been a charge put on my statement - yet I did not leave my credit card details with the check in staff as I said I would pay as I go - the only time that the hotel had my details was when I paid for the hotel back in September - I cant believe that they have kept hold of my details - nor was I informed of this!I would definately not stay in this hotel again - even after it was recommended by some friends!',neg
'Full of older families corralled into a compound, unable to leave, forced to purchase average food at Michelin star prices, this hotel takes the form of a retirement village of villas splayed across a tract of seaside desert. The rooms are entirely substandard, poor old fashioned CRT-type televisions, bathrooms with more filler-cement than tile, old furniture and a long walk to the pool. Unless you call for a golf cart which you won\'t do for fear of looking lazy. Don\'t try and leave the hotel - they won\'t call you a taxi, and the car they lay on is priced and the precise level to make leaving for a cheap bite in town, not monetarily worthwhile. The breakfast buffet which is normally inclusive is of poor quality, with those fruit juice thimbles instead of glasses to prevent you from drinking too much of their precious orange juice. I lived in Egypt for a long time, and this is the very worst of it.',neg
'Was this review helpful?Yes Problem with this review?This review is the subjective opinion of a TripAdvisor member and not of TripAdvisor LLC. Ray127Brighton, UKSenior Reviewer8 reviews Reviews in 6 cities 8 helpful votes Seen better daysReviewed December 15, 2003Was this review helpful?Yes Problem with this review?var JS_mem_travelnet_friends_disabledM2M = \"You have disabled member-to-member communications\"var JS_common_Clickhere = \"Click here\"var JS_mem_travelnet_friends_turnOn = \"to turn the feature back on and send your message\"var JS_common_close = \"close\"var JS_js_common__207f = \"Are you sure?\"var JS_common_Yes = \"Yes\"var JS_common_No = \"No\"Ask Ray127 about Metropole Hotel (The Met) This review is the subjective opinion of a TripAdvisor member and not of TripAdvisor LLC. Travelers are raving about these Leeds hotelsQuebecsABS:HotelCheckRates-d209366?&src=ShowUserReviewsHotels&fromServlet=ShowUserReviews&Action=QC_RavingAboutButtonThe New EllingtonABS:HotelCheckRates-d1107813?&src=ShowUserReviewsHotels&fromServlet=ShowUserReviews&Action=QC_RavingAboutButtonRoomzzz Aparthotel Leeds CityABS:HotelCheckRates-d1490484?&src=ShowUserReviewsHotels&fromServlet=ShowUserReviews&Action=QC_RavingAboutButtonHoliday Inn Express Leeds EastABS:HotelCheckRates-d189299?&src=ShowUserReviewsHotels&fromServlet=ShowUserReviews&Action=QC_RavingAboutButtonLeeds Marriott HotelABS:HotelCheckRates-d192710?&src=ShowUserReviewsHotels&fromServlet=ShowUserReviews&Action=QC_RavingAboutButton RiknpatToronto ONContributor15 reviews Reviews in 12 cities 116 helpful votes OK but not greatReviewed October 26, 20031 person found this review helpful',neg
'Was on a business visit with a colleague. Did a reservation 15 days earlier on a twin sharing basis. To the shock of my life - they asked us to share the bed as all the other rooms with two separate rooms were blocked. Did\'nt inform us at the time of booking nor one day earlier when we checked the status of the booking. The management was very high handed in the approach and were using bullying tactics. On top of it we had next day a co press conf and a launch event - which they were trying to cancel and block it when we raised the issue. Finally it was most customer unfriendly experience I ever had in my life from an industry which is known as hospitality industry. The general manager was brash, arrogant, devoid of any mannerism or ettiquetes and trying to be a bully. But I was able to take him on the face and put him in place but still it\'s a terrible terrible experience to share with all of you',neg
'There is nothing to recommend with this hotel. The staff are surly and unhelpful, the decor is tired, out dated and grubby, the a.c is poor, the toiletries inadequate, there is no internet connection and this is supposed to be a business hotel. The website says there is a pool but the staff said no there isn\'t. At checkout they tried to charge us twice and the food is awful.I asked for a plain omlette at breakfast and was given a full on Masala omlette with chilli and green coriander - no excuses from them I was the only person in the restaurant !! Black tea came with milk and sugar and if I could award this a nil rating I would.Room Tip: There aren&#39t anySee more room tips',neg
'after a long day travelling i only wish to relax and check into my hotel room , the deco of the hotel was a bit date but looked promising. when i went to the room the firts aparnace of it looked fine , then when i went to go to the bathroom ,i found hair all in the bathroom ,it looked like it hadnt been cleaned , i later thought this would be ok if i avioded the bathroom , and got in the bed to chill , but to my suprise there was hair all over the bed too. i complained a i was moved to another room that was unclean and there was still hairs all over the room .. at this stage i was willing to go home. then it was suggested by the manger that we see one off the top rooms of the hotel and that was at a higher price ,i agreed to see the room to be polite thinking it must be ten times better than the last ones that i have seen. but to my suprise the room was much worst , and there were blood stains ( well a brown stain that looked like blood ) where found on the matress of the bed. only saty in this hotel if you want to get bed bugs or something like that, coz thats what you will be getting when you leave .',neg
'Hotel seemed fine and everything, but they didn\'t have a room for me! Unbelievably had booked me in a hotel in Wakefield, and gave me taxi chits to get in and out of Leeds with. I think it probably worked out for the best as the hotel seemed pretty noisy with drunk people on a Saturday night but nonetheless getting in a taxi was the last thing I wanted to do after getting off the last train from London. When I did get to the hotel in Wakefield they didn\'t know anything about me but we couldn\'t get through to the Met reception until morning so service was pretty useless all round.If they had called me before to let me know of the problem I could have got off the train at Wakefield and saved a whole load of time. Don\'t think I\'ll be booking there again...',neg
'We recently stayed at The Met Hotel in Leeds having pre booked 2 months beforehand. We booked 3 doubles and one single. Hotel is a joke - very limited parking space, not told to us until we got there after a seven hour drive to Leeds to find car park full. Were given awful rooms on top floor and insisted that we were moved - eventually given slightly better rooms (had to lug all our luggage ourselves as no porter) However beds were lumpy - hair dryers didnt work - no towels in bathrooms - so hot in the rooms had to have fan on all night - charged a fortune for internet use (refunded after we complained) - awful breakfast - eggs undercooked and dirty tables - total confusion at breakfast between the staff - key cards constantly not working - housekeeping was a joke - beds barely made up - nothing else touched. This is not a four star hotel - the only thing that redeemed was the effort of the floor staff but they were fighting a losing battle. Duty manager on check out seemed distinctly disinterested and seemed to have heard it all before.',neg
'Hi Friends,I stayed in Hotel Unmed last year during one of my business trip. I was there for 2 nights. First of all its location is weird. It is very near to airport and far from city. For everything you are dependent on car/something.Services are pathetic. Interestingly staff does not bother also if you complain or request for anything. Food is also tasteless.. Anyway somehow not a good hotel to stay. Its overpriced also. Not worth it. I heard its a taj property. I am surprised how come Taj folks can have a tie-up with these people.',neg
'I recently returned from a lengthy stay in India and it saddens me to write that although a beautiful property, Shalimar Spice Garden offered the worst service of any hotel I have ever been to. The staff was not trained in any way whatsoever. Although 90\% of the guests spoke English, few of the staff did. Getting something as simple to drink as a cup of tea often ended in a 45 minute wait. The pool, though lovely, had too few chairs, so that it was usually not possible to sit by it. The staff would routinely enter the room despite a do not disturb sign on the door. The spa service was anything but relaxing. One of our party was ushered into a linen closet for her treatment. The restaurant was wildly inconsistent, but owing to service that was beyond incompetent, most of my groups meals ended in frustration. I would never stay there again, and I advise anyone to avoid this place like the plague. It was amateurish in almost every facet.Liked &#x2014 locationDisliked &#x2014 Service',neg
'I stayed at the Met for a conference. The entrance lobby is dark, and Cold. My room was tired, and I wasn\'t able to sleep because of the road noise and the noise of the loading dock below the room. The linen was old and and stained. The towels were also thin. The staff are very pleasant and try hard. The conference dinner was conference average with the predictable chicken dish. Good coffee and snacks. Nice breakfast in a pleasant room.For those planning a conference, don\'t come here. The conference room is very noisy from the road, chairs uncomfortable, and the room is not nice.The hotel has been equipped with Eco-type lamps which give an unpleasant light which I found difficult to read the presentationsBut it is a hotel, and if you can\'t sleep, it is pointlessRoom Tip: If you do stay, get a room high up a the back of the hotelSee more room tips',neg
'on arriving i booked two suites after arriving late evening we were told that one of the suites were not ready we were then taken to the room that was ready buy golf buggy which lasted about 30 seconds before it broke down and we had to push it on arrival at the first room within an hour we had to call the desk as the toilet did not work first night the rude barman pesterd us to buy a bottle of wine from his own source of which he put the money directly into his pocket this occured a couple of nights later so we decided stay away from the bar my wifes dressing gown was taken out of the room and never replaced the mini bar was topped up wenever suited depending on how well you tipped depended if you got cold towel,water or sun cream standard of clenliness varied for 5* .the bath products what were l\'occtaine were great however were replaced depended on the house keeper my two sons were in the other suit and someone banged on the door late at night when mentioned to reception it was just dissmissed there was a buffet night of which we were offered dryed food with very little choice however the rest of the food was nice been on holiday 5 times in the last 6 months this has been the least impressive holiday we have had in some time and to put the icing on the cake on checking out the house keeper nipped back and forward to our rooms 2 or three times searching for a tip we left no tip as we were not satisfied paid the weeks bill of which the mini bar was very expensive as for two days was not filled we paid the bill and mentioned to the gentelman that i was paying my bill with that i was not impressed some ten minutes later the gentelman sent another man over with a seconed bill maybe it would have been cheeper to pay the tip then our private transfer arrived the company was resort hoppa of which then decided to pick some other people on the way to the airport just before leaving the hotel we were questioned by the gentelman who we complained about the cost and cleanliness he then decided to acuse us of stealing dressing gowns i replied theres our cases check them i didnt tell him that i run a hotel myself and could have as many dressing gowns as i please as i was shocked finaly if the location had been better and the staff had been managed better we may have returned this was my first time at the oberoi and it will be my last',neg
'Was this review helpful?Yes Problem with this review?This review is the subjective opinion of a TripAdvisor member and not of TripAdvisor LLC. ratcsewienContributor19 reviews Reviews in 10 cities 1 helpful vote positive uberraschtReviewed May 22, 2012NEW',neg
'Thieves operate freely in the hotel. I was robbed while attending a conference there and management offered neither compensation nor condolence.Room Tip: Watch your valuables!See more room tips',neg
'rooms that this hotel is having it can actually cost around 300-500rs...service is like road side dhaba..front office not pic the call right time..room service never available or very late service...i found cockroaches in my food...i wl never ever visit this hotel in my life',neg
'Stayed at the hotel for a national conference. The hotel is centrally located with interesting art deco architecture. All staff were very helpful and helped us get our first room changed as it looked directly into the fire escape and smelt of fried food,The quality of the food did not reflect a 4 star hotel. No brown bread or butter available on the Friday breakfast, whilst the white was incredibly thin and not porridge option. The room was basic and clean, but I decided not to use the very expensive internet connection. If I were visiting Leeds I would investigate other hotels before staying at his hotel again. PS parking is an issue as limited availability so we used a website called \'Park at my house\' for local parking.',neg
'Stayed at The Met Sat 2nd September for 1 night - paid £70.Reception area etc was very modern and thought wow this looks like a nice place to stay. We had a double room on 5th Floor. Entered lift with another customer who was staying on 4th Floor - doors opened on 4th floor - very modern. Then we got to 5th floor - absolutly HORRIBLE! It acyually looked like we were in a different hotel!!!!! It looked like we had opened onto a 1 or 2* B&ampB that you would expect to pay £20 a night for. On entering our room the smell of stale smoke overwhelmed us ( we didn\'t want a smoking room and we also requested a non-smoking room). The room was dirty, dated and was in desperate need of a refurb.The bathoom had a shower over the bath. The tiles had lots of mould gowing on them and also the shower itseld had seen better days.The linen on the bed also smelt of stale smoke. Oh and to top all this off someone had very nicely put a bogey on the wallpaper next to the bed.Complained to reception - sorry we\'re full and can\'t move youI\'m not normally the kind of person to complain - but this room has got to be the worse place i have ever stayed in. One word - AVOID :-)',neg
'we expected alot on arrival considering that the location is splendid....how ever out night mare began when firstly there was no water in the hot water tap(forget hot water) and the flush was nt working...drinking water which is normally charged 15, in hotels it is charged 30 BUT in CARDOMOM COUNTY it cost us Rs.63 !! surely precious this water!!and when all the other hotels in kerela dont charge extra for a complimentary refill of tea and coffee saches in the room, these guys charge Rs 70 for every refill!!!the restaurant was like a DHABBA...terrible ambience, they dont know how to set the menu !! the food was not covered with little insects as toppings and there were plenty of mosquitoes for company!! and the rooms looked as if they were nt painted since the last five years!!and the polish of the wooden furnoture was in dismal condition!!:(this one surely added a sour flavour in our other wise sweet holiday...if such a situation persists i would nt recommend it to any one as it is absolutely no value for money !!and considering the fact that munooth group (the owner of this hotel) is the one of the biggest south indian financial groups, this surely not expected from your property.Piece of advice: i would advice the owners to go and stay as a guest at lake song, kumarkom or sienna village, munnar and i am sure that you will learn the value for money they offer and to what extent you really need to improve...',neg
'We felt the hotel was very overpriced. You\'re definitely paying a premium for the location. Room was clean, but very small (3m x 3m) with uninspiring decor and and showing signs of wear and tear in places. Overall a real lack of attention to detail.Be warned that they also do Hen/Stag packages for £25 a head so it could be noisy late at night although it was ok when we stayed on a Friday night.Parking is £10 a day but phone and ensure they reserve a place when you book. Although we did they still hadn\'t reserved us a space and there are only 20-odd spaces.At breakfast there was reasonable service but little variety - the single bowl of natural yoghurt was very sour. Pastries were old, orange juice tasted watery and reconstituted. Cooked breakfast was acceptable.In our opinion, it would be much better value to book a Travelodge or Holiday Inn Express - the experience is comparable to those type of hotel and they are half the price of The Met. Money saved could be used for the taxi fare into city centre that staying elsewhere might require.Room Tip: It&#39s in a very built up city area so you&#39re unlikely to get a good view, ask for a room that...See more room tips',neg
'I had very bad experience . Room was full of flies . Balconies were unclean . Fan regulator was not working. One day we got a large cockroach in our meal. The soda bottle we ordered was water. In all i had very bad experience of hospitality. The staff was un-cooperative to the point of being hostile sometimes.Only the views were good.More over we were overcharged by cleartrip. the rates displayed at hotel were below what cleartrip charged us.',neg
'Got one of the better rooms, superior with a full view of the Sea. The room was ok, not very large . The view of the waterwas nice. Very expensive for what we got though.The rooms were not insulated for sound at all. We could not get sleep at all because we could hear everything from the other rooms, even doors opening and shutting, TV\'s, people talking even a little loud. I was terrible.Went to the restaurant to eat the live Barbecue, very average. The view was nice but there is an active port right accross from it, so you see huge cranes and hear various industrial noises Overall this hotel is very average and pretends to be a luxury hotel, which it is not. I would suggest other hotels such as Brunton Boatyard or even the Taj Gateway over the Malabar.',neg
'This is one of the best, if not the best place in the area. Its India, and dont expect a Thai style flawless service and serene surroundings, but its a lovely little place, in a stunning area. The area itself is in Christmas season rather overrun with tourists  but worth going to for the journey alone. We would have enjoyed our stay, but were shown up, past lots of lovely bungalows  to our room, around a corner and down a hill, dark, damp, unclean and smelly. We paid a lot of money, should have had a good room  but they were full and using all available space. This is just greed, and left a very bad state in our mouths. Also watch out for the obsequious restaurant (food 4/10) manager who will try and push overpriced wine on you with lots of less than genuine smiles. They must make a fortune on pushing this $40 vinegar! The management were unresponsive and complacent... I would like to advice you against going, but it is the best place in the area, it is India  so go and enjoy with your eyes wide open!',neg
'We were very disappointed by the refurbishment - inside it still looks like part of a chain, with very little character. A hotel which looks so attractive from the outside should have more character on the inside.The first thing we had to do was open all the windows as the heating had been turned up to the maximum. This enabled us to discover the layer of dust on the window sills. We were also unable to access the promised satellite channels on the TV. The main problem, however, was the noise during the night. We were in the room directly over the entrance and because there is no double-glazing at all or no other attempts at sound-proofing, the noise of the traffic and people going home from clubs at 3 in the morning kept us awake much of the night.The one redeeming feature was the breakfast.',neg
'he Oberoi Bangalore is probably one of the finest hotels that the Oberoi family has built. Bookings are recommended well in advance as the hotel is running so full to capcaity that it has to at timesmake alternate accomadations for some guests who are unfortunate enough to reach the place and discover that they cant get a room because someone hasnt checked out or because of a mistake by the reservations staff. The hotel is located bang on MG road which is the heart of this southern city. The hotel is designed beautifully with very well appointed rooms and is infact as i was told by the staff a member of the leading hotels of the world (this for those who know the importance). The restaurants and the bar named polo club are world class. The staff is extremely helpful and friendly. The hotel is primarily a place for buisness travellers. It has fully functional buisness centre with high speed internet connectivity, fax machines,printers, photocopiers,etc. The chefs are excellent as are the guys tending the bar. Truly a luxurious place to stay in.',neg
'First night away for 3 years without the children so was loking forward to the break! What a let down!! On arrival had to wait about 15 minutes to check in as they couldnt find our booking. Was told they didnt have it, then they found it! Bed sheets had a massive hole in it which MUST have been noticed when making the bed. Also the bottom of the bath was black(the bit you stand in for a shower) which didnt look very appealing.Very noisy at 06.00 (could have been the kitchen) and could hear the t.v. above and heavy footsteps at 23.00 night before so didnt do alot of sleeping. Breakfast was good. Plenty of it and tasty, but overall didnt have a good experiance and wont be returning.',neg
'I stayed at the Leeds Met for a conference and was disappointed to find that the internet access was both limited and expensive. The rooms were clean but seem to be variable quality - mine and my colleague\'s were quite different in terms of size and lighting. The bed in my room was so soft I considered the floor as a more comfortable option. Catering was ok, but nothing more. Lunch was the same each day, morning coffee indistinguishable from tea!Overall I have to give this a thumbs down, but it may be ok for an overnight stay in a city centre location.Liked &#x2014 Location',neg
'Entirely agree with Traveler1712Mumbai what has to say about the Hotel. It\'s a over priced hotel, and with the same price range you can get a better hotel at a better location. The most irritating thing is there\'s no free Wi-Fi - the guest are charged 160 INR per hour. Are you kidding - Are we in the 90s? Also I was charged 450 INR for spilling some wine on the duvet.The Staff need to be told that they work in the hospitality industry - A little bit of smiling won\'t kill them. The hotel is way too far from the Baga and Calangute area. The closest beach is Vagator - which is pretty sad.Take my word, give this a miss - You can do much better with this pricing in Goa',neg
'Good location for the centre of Leeds.Public areas nicely laid out and modern.We attended a party in the hotel on one evening of our stay. Good service and hot buffet food was good.Our room was on the 6th floor, lift to the 5th floor and walk up the stairs for the 6th - we only had a small bag but would be inconvenient for anyone with a case.Just as well we didn\'t have a case you couldn\'t swing a cat in the room!6th floor had a musty dampish smell.Room was reasonably laid out but small! Old TV, could do with a proper clean and dust of fixtures and fittings, grime and mould on window pane, creaking floors and could hear every sound from the room next door, woken by people getting up early or going to bed late....Bathroom poor, grimy in areas, grouting quite bad. Heat control for the shower was lying at the side of the bath hence unable to adjust the water temperature (not that you wanted to spend long in the shower!)Breakfast on Sunday ok-ish, Standard offering but the hot items were on a buffet service. On Monday hot breakfast was on a table service basis and very meagre offering.... not much taste and something very odd about the baked beans!!We had a fab weekend because we saw old friends, and had a good party however the accommodation was less than inspiring!Room Tip: Find another hotel....See more room tips',neg
'We visited Shalimar Spice Garden at the last minute in late September 2005 as another booking had fallen through due to bad weather. I had seen the website and all the listings of this hotel in the Taschen books and so was excited to go. However, after all the hype, we were pretty disappointed. We visited in low season and found that 5 new cottages were being built near the pool and the kitchen was under renovation so there was a pretty restricted menu and we were eating out of an ugly room near the pool. The spa was a real disapointment. My Ayurvedic massage was positively unpleasant. Room was nothing special. Pool was small and not very clean. Service was pretty good - they were trying hard. The one nice thing was all the bird life in the early morning. We actually moved out after one night and went to the Spice Village run by CGH Earth. That had less atmosphere but was much nicer. Perhaps Shalimar is very different when it is not low season but I really feel that if hotels are renovating they must tell you when you book. I do also wonder if the facilities can accomodate 5 more cottages.',neg
'After an enjoyable stay here a few weeks ago I booked to stay again, big mistake!The guy on reception could only described as RUDE. I\'d booked a double and was allocated a twin, when I explained this he fobbed me off with a room on the 6th floor. £99 pound for a small, out of date room that stank of stale smoke, I don\'t think so. It was only after a male friend complained on my behalf was the room miraculously changed to the standard I\'d expected and stayed in last time.',neg
'What a disappointment. Having being cheered by the positive reviews , I was expecting all that goes with a 4 star hotel but The Met did not deliver. The hotel has a beautiful lobby but the care that\'s lavished on it doesn\'t seem to extend to the rooms or service. We were welcomed very efficiently and politely but from there it was all downhill. One of our beds had a disgusting looking stain for which there\'s no excuse I can live with shortcomings in rooms by and large because not everything\'s going to suit everyone. What is inexcusable though is dismissive or non-existent service. I know there\'s a recession but it\'s false economy to have so few staff that they haven\'t the time or inclination to help. I asked for directions to a venue to be met with a shrug and a \'get a taxi\'- couldn\'t be bothered. I was willing to pay for breakfast in my room but the card left outside hours before the due time was never picked up. When I pointed this out , I was told that a member of staff had been along my corridor 3 times and hadn\'t spotted it. Oh, I must have imagined putting it out then. I\'m generally a positive person but The Met drained away every ounce of enthusiasm from me. It lost revenue from me this visit and any future business I will take elsewhere. Two words, Met....Credit. Crunch.',neg
'Too muhc of price too less of service. Sad such a beautiful monument and yet no service',neg
'We were interested in booking our honeymoon trip at the Oberoi for 10-12 nights in November 2012. Despite calling 3 times, no one was able to help with prices or information other than what was already there on the website. Despite promises of a callback, I didnt hear back from the 1st and 2nd contacts, though the 3rd time I called, the lady did reply - again with no further info than what I was already aware of through the website.Sadly, all the callers werent even aware of the honeymoon package and were pushing the exotic holidays package to me. After longwinded explanations, and me giving them information on where I\'d seen the package information on the Oberoi\'s website, all they could tell me was that the package was only valid till September 2012 and I\'d have to book the Exotic Holidays package. I wasnt interested in that option - I reiterated that to them several times to no avail.As an overseas traveller, I explained to them repeatedly that I needed to organise flights and bookings now to be able to make the trip, but it just seemed like throwing water on a duck\'s back. I requested to speak to their supervisor, someone senior who could apprise me of the dates/prices, but other than the parroted spiel of how good the Oberoi was, I didnt get too much further with these first points of contact for the Oberoi chain of hotels.Unfortunately, despite reading these reviews, when the initial contact that I\'ve had with the hotel to try and book my acccommodation has been so futile, I am only left wondering what to expect if I was to actually end up spending our honeymoon at the hotel.Extremely disappointed with the booking service provided. Hopefully the hotel does something of this lack of flexibility and lack of assistance that was provided in the attempt to book our accommodation so that no other overseas travellers have to face such unprofessionalism and rigidity in the interaction with the first point of contact with the hotel.',neg
'The Udaivilas Udaipur, is a super luxury property and that is the first thing that will strike you as soon as you step inside the property.We had heard some great reviews and were told that at least a dinner is a must at this place. Both, my wife &amp I, were disappointed with our experience here. Here is what we have to say:Service: Surprisingly the service made us feel that we were unwanted here. Unlike any of the other Oberoi properties that we have been to, this was a big downer. The food was pretty much thrown on our table with very little interest shown by the staff to attend to us. Our enquiry about the Chef\'s or local specialty was met with some weird looks. What made matters worse was that a couple of tables occupied by foreigners were very well attended to. Just left a very bad taste. We were staying at the Trident (also an Oberoi property) and just had a superlative service from the staff there.Food: Average. While nothing particularly wrong with it, felt it was very bland and meant for a foreign audience and not for local taste. Further, it was served not at the desired temperature.We would like to call out though that our negative feedback was very well attended to. We got an apology call from the Service Head of the property with an offer to make it good as well (which we declined). So we do hope that this was just a one off incident.',neg
'I spent my childhood ( till I was 5) at Wellington Island.Recently,after 30 years I had the apportunity to visit the island again and looked forward to seeing the Malabar hotel which has been taken over by Taj.The ambience was good but the food was really bad and the staff was discourteus.There was mainly seafood and I ,being a vegetarian was at the mercy of a few desserts.I wish that the big bosses at Taj would pull up their socks and make this hotel more travel friendly.',neg
'I booked a hotel room via the hotel website. Then I received an automatically confirmation and everything seems to be fine. One week later I got an Cancellation Confirmation but I did NOT cancel anything. I wrote an email to them and asked why they cancel my room, but I did not receive any answer to this question...So I decided to book a room in another hotel...SO DONt BE SURPRISED IF YOU GET AN AUTOMATICALLY CANCELLATION CONFIRMATION WITHOUT CANCEL ANYTHING!!! Terrible Service!',neg
'Looked for a cheap hotel Leeds Central and found one - the Met. Hotel is a good size but only one lift for 3 floors. Hotel smelt and needed a lick of paint. I had a basic single room with a bath with a shower point - looked like it was in a time warp! Everything looked faded. The room had an old style big back tv with poor reception. The bath was chipped with a black mark at the bottom - large bath though. The hot water left sandy marks when emptying the bath. The shower was ok but sprayed everywhere - pressure reasonable. The towel was a good size.On the plus side, the staff were charming and helpful and the internet access was free and good - too many hotels charge excessive amounts for using the net. The bed was comfortable and the duvet was ok but no extra blanket in room.For the price paid, it was ok but not a pleasant experience.And I came down for my paid for breakfast at 9.50am but it was already closed.',neg
'Hello everybody , It goes without saying that a big hotel like oberoi have to choose the employer which they work there and especially the front office manager and the reception staff , i was surprised when i found that the front office manager insults one of the reception staff in front of the guest and give him an order and then left me without telling me sorry about the hard insult that he told it in front of me ... and I was completely shocked when I found that man from the reception insult back his manager when he left to all his colleague also in front of the guest .. And it is not enough but he insult too the hotel itself! ! ! I wondered why he works there after all the bad words that he said to his manager and to his working place... So let me simply say to which it may concerned that you have to change that front office manager and all the staff of the reception as soon as possible to keep the reputation of the oberoi hotel good.',neg
