@relation _home_developer_dataset_rev_freshrevs_test

@attribute text string
@attribute @@class@@ {neg,pos}

@data
'This might one day be a great property when its finished and some practices are reviewed and substantially improved.Let\'s start with the goodThe rooms are really very nice, bright, airy, modern and clean, functional design. The bed is super comfortable, and perhaps the most outstanding feature. Very good bathrooms with a great rain shower and soaking tub. Floors are marble not wood, so make your feet feel quite cold. Still, fine for summer in India, but might be problematic in the winter month.All staff are well trained, really friendly and very accommodating. Smiles all around, people say hello to you, and there generally are \'good vibes\' about the place. There is a nice coffee shop in the lobby, and a small take-away deli with bread, cake and pastry - very useful if you have an early morning departure and you can buy something the night before for a small snack before you leave.On design, there is no door to the bathroom, so its more open plan ........ personally I am not a friend of such layouts as I like the bathroom to be closed off with a proper door, but its a matter of personal preference.Now the badRooms are still constructed and finished off. I stayed over a weekend, and construction noise started early in the morning and continued throughout the day. Forget sleeping in, or staying in your room for peace and quite. Overall, very disturbing and unexpected as the hotel opened already in May 2011. It seems that this will go on for a few month. However, towards the end of the year, this should not be a problem anymore.Finally the uglyInternet charges are outrageous. In this day and age, I believe the practice to still charge for internet connections is very questionable, and I\'d like to applaud hotel groups like the Shangri-La that make it complimentary and provide it as a part and parcel of the room. Making it complementary for loyalty program members is another good way, particular if you of an upper tier. The Leela Kempinski in India points the way here.However, at the Westin Gurgaon the charges are very high - amounting to about 15\% of the room charge! In addition, its exceptionally unclear for what you will be charged if you hook up multiple devices, like your business laptop and personal device as is not usual in the day and age. Your access time seems to be distributed between devices, and for two computer halved. Ringing the service line yielded a \'you will not be charged\' but still when you log-on, you need to accept charges which should not be ...... So I am bracing myself for one of those really bad surprises at check-out .....It seems that this problem has been going on since May when the property opened and multiple guest are confused about this and complained. Its in the process to be sorted out ..... In the meantime, the management would do well to leave an explanatory room in the room about their internet policy and practices.Room Tip: Make sure you are note next to a room where construction is still going on.See more room tips',neg
'So being a supposedly happening place in Pune and a much hyped mid night Buffet - my wife and i thought of trying this place around 2330 hours on July 1 , 2011 . Long line of que of cars and when our turn comes we come to know - no vallet parking . Then we are been asked to park the car at basement of shoppping mall opposite to the hotel . One our way - we ask the security whether dinner will be available - we are assured of the dinner . Post parking we walk upto the hotel along with other people and get the shock of the lifetime . the security guard does not allow us to get in and says Full Hai , we try to convince him that we can try out the coffee shop - but he closes the gate on our face . there were other hapless people like us who were trying to get in and some had friends inside but still were not allowed inside . The Guards were real rude and looked more like goons rather than trained security guards ...All we wanted was some food in the night - and a sandwich at the coffee shop also would have done , but ......Definitely not recommended',neg
'Undoubtedly the property is amazing and very nicely done up, the food is also good..... But once on a stay u also look out for other services too. A caution to all those who would like a stay here.... Please be careful with the management...... they staff just walks in without intimating.... u will not even know when they walked in and they dont even care if youre asleep. They dont do up your room so housekeeping staff is a total waste. Please also check your bills before you leave because they make you pay for bills that u have already paid for. So A Big Piece of Advice please stay ALERT u never know how the and when the management will respond. For all these blunders the HO had said they would reimburse me a days tariff which hasnt happened till date!!!Liked &#x2014 Lovely location great propertyDisliked &#x2014 Bad management, untrained staff, non commited',neg
'The Crowne Plaza is in Electronic City which is on the fringe of Bengaluru and approximately 20 Kms from city centre. If you choose to stay here then you probably have business in the Electronic City. This Hotel suffers from what can be described as the most indifferent and inexperienced staff I have seen in a long time. My check in was painful. No one bothered to take my bags from the car and when I complained, the black jacket at the front office replied that they could have missed me in the crowd. He was busy selling the loyalty program and forgot to get my ID Xeroxed. He also gave me the wrong room ( a twin bed instead of the King bed that I booked). They took more then one hour to find me the room I booked and finally gave me a room at 3 PM.Sleep quality was miserable. You can hear people walking, talking, opening and closing doors through out the night. This was not all. The Hotel had some maintenance work going on (plumbing or carpentry) and I called the Duty manager at 11.30 PM to complain since I could not sleep. He promised to stop it immediately but the noise continued well until 2 AM and I lost a whole nights sleep.If you are planning a stay here during the week ends  God save you. There are huge parties (wedding, reception etc. ) and the place would put a fish market to shame. This is an extremely annoying Hotel.',neg
'I traveled to Pune from Spain recently for a friend\'s wedding. A group of us (Indians and Westerners) tried to go to the nightclub at Le Meridien after the wedding. We were denied entry because we were wearing traditional Indian clothes. Their policy is western clothing only. I was appalled that we were being discriminated against for wearing the clothes of the country we were in, and our Indian hosts were clearly embarrassed. Meanwhile, the manager let in plenty of other people wearing gym shoes and other clothing that would be deemed completely inappropriate at a nightclubs in the west.The whole situation was shocking. I can\'t believe there are policies like that in place today in Western-owned establishments, and no one is making a bigger deal.',neg
'I stayed at Bahia Marina Resort on July 17 for 2 nights. The resort is ok, not amazing, needs a LOT of improvement. The staff needs a tune-up and an aggressive training as soon as possible if they want to stay in business. The day we got to the hotel, July 17, 2009, they couldnt find our reservation and didnt have anything available for a party of 6. That night, finally they gave us a room for 4 people. We told Mr. Nazario if he was aware that we were 6 and not 4, his answer was dont worry we do this all the time. We had no other choice than stay there for that night. Two of us slept on the tile floor. Next day, they moved us to a 6 people room it was nice, newer, not very clean, but it was ok, there was enough room for everyone. When we did the check-out of the room, they charged us for a six people room on the first night (more than $100.00 difference). We explained to them what happened on our first night, but they insisted we needed to pay that amount (they already had our credit card no.). Not even a Were sorry for what had happened as a courtesy to the customer. Weve being trying to resolve this problem thru the credit card, but it is a waist of time. Now Mr. Nazario claims that we were 9 people in the room. I want to let him know that we are not cattle. If we needed two or three rooms, we would have got them. But this is not about the money, its the attitude and the arrogance, and that is not going to stop us from claiming what is not fair. There were only 6 people, no more. He has no excuse for what he did to us. He was never friendly, looking at us over the shoulder and always whispering to the other employees in front of us, rude and careless of our situation. It seemed like it was our fault they couldnt find our reservation. You definitively cant call that SERVICE or HOSPITALITY. If youre traveling to Culebra, it is an AMAZING island with GREAT potential, BEAUTIFUL virgin beaches, nice people, GREAT restaurants, and very accessible from the main island. People like Mr. Nazario make what could be a great experience a bitter one and hurts the reputation of the people from Culebra and Puertoricans in general.',neg
'The only thing good about this hotel is its location. Other than that there is hardly anything to write home about. The service leaves a lot desired as does cleanliness. The rooms are noisy and not that well equipped. Restaurants are not known in particular either. The rates are a bit low though.',neg
'Bahia Marina Resort has the best location in the island, breath taking views and very well equipped condos. Unfortunately, not very customer oriented employees. The manager, Luis Nazario, is a liability to the company the resort needs someone with more experience, more education and more friendly with the customer, he was harassing us our entire stay. Ive been working in this industry for 23 years in Orlando, Florida (one of the top visited tourist areas in the world) and Ive never seen a hotel manager as rude and clueless. It was such a bad experience that even though we liked and enjoyed the place, we will never stay there again and DONT RECOMMEND IT TO ANYONE.',neg
'I have stayed at numeroous Taj hotels across India, and was expecting something similar at this hotel. I arrived on a late night flight from bangalore and was met on arrival by the hotel car, for which I paid nearly Rs2000. Upon reaching the hotel, I was made to stand in lobby for over 10 minutes, though there were no other check ins at 12 am at nite. When I finally got the room key, I made my way and upon opening the room, was disappointed at the small room size. I had requested King bed, but was told all rooms were full so had to put up with Queen bed.Buffet breakfast was so so, had some South Indian and pastries. Location of this hotel is not too convenient for someone who wants to stroll around. Luckily, I was only here for 1 nite.This Blue diamond was not really a diamond but just an ordinary stone, not your typical Taj hotel&gt',neg
'The hotel is a really nice place but the rooms where really dirty. We stayed at the two bedroom villas which was really spacious. We found earthworms at both showers, roaches in both rooms and two bees at one of the bathrooms, even though all the doors and windows were closed. When we got in the room there was a pantiliner wrapper and a plastic cup under one of the beds. Spiderwebs on the ceiling of the bedrooms. The dishes were also really dirty with what looked to be some sort of small insect eggs. Bed sheets had holes and stains in them Most of the staff was not friendly at all and they even forgot to pick us up at the beach (an arrangement we had made with them) so we had to go walking from Punta Soldado beach to the hotel. The only thing I would recommend about the hotel is the restaurant (but it was a bit expensive). The food is really good and the waiter was nice. No breakfast or lunch (just dinner but it is not included in the package). Overall, I was disappointed with my stay at this hotel.',neg
'I have stayed only once at this hotel. The location of this one, from my perspective, is the best as most of my work is on Dhole Patil Road (an office building called Centrepoint). In general too, the location of this hotel would be excellent since it is literally, just a hop skip and jump from the Pune Railway Station (however, it needs to be pointed out that someone staying here would most probably not be traveling by train, even if it were from Mumbai, so proximity to the station may not be relevant).However, I found the hotel to be extremely expensive for its services. At the outset, when I checked in there was no one to guide me to the reservation desk. Neither did anyone help with the luggage. I might as well have been invisible. Only when one asked was one directed to the desired area. The check in was all right however the luggage coming to the room took a long time. The whole layout at the entrance lobby was a little confusing.Two things struck me in that one night that I stayed there. One, everything including the room was very dimly light. A kind of gloominess pervades the entire hotel with little natural light. Even the rooms are very poorly lit (looks like an attempt to be classy has gone horribly wrong). The other is the unexplained use of French. Everything in the menu is written in French (the room service menu). Directions are in French. The food seems to cater to the French. I really found it quite unfathomable. It felt like a mini revolution against the use of the English language. Even some of the waiters spoke French. Ridiculous! Other than that it was like any other five star hotel. In the one night I stayed there, I did not even see, let alone use, any of the other facilities like gym or swimming pool so I cannot comment on that.All in all, the experience, t 30\% higher than other hotels, was not really a great one. Dont think I shall be going back to that hotel any more.',neg
'I stayed at the Lalit Ashok since it as the venue of a conference I needed to attend, and I thought it would be convenient. Well - no denying that it was - I didn\'t need to brave the traffic etc, to get to the event on time etc. But - sadly, that is the only thing the hotel had going for it. While my registration slip mentioned Golf view room, when I drew the curtains, I saw a concrete hotel balcony outside my room! The food (both in-room service and their 24x7 cofee shop) was really, REALLY bad! And I tried different cuisine, hoping they\'d get atleast something right...nah, that didn\'t happen. Their appams were as bad as their biryani, as bad as the italian (if you can call it that). As for their coffee shop - even the times when there were barely any guests around in that fairly large room, it was dificult to catch the waiter\'s eye - they just seemed to congregate in one place and chat amongst themselves. They also seem to have an issue with serving water - if you don\'t specifically ask for water, you\'re not going to get any!! Let\'s turn to the place itself - Bengaluru was really, really hot while I was there and yet, the air conditioning in the lobby area of the hotel was almost non-existent. Yes, I know there was a time, long, long ago when you didn\'t even need fans in this city but someone needs to tell those guys that this is no longer the case!!Here\'s what really got my goat - the rooms are so, so noisy!! All through my stay there, I would hear things being dragged or really squeaky wheels being rolled right outside my corridor at all times of the night....3:30 AM is what I last recorded! And the staff has no qualms about shouting in the corridors either - really unprofessional! Oh and by the way- no free internet out here - you need to pay to get WIFI etc.!! Which age are these guys living in???The gist of it is this - there are plenty of other good hotels in Bengaluru these days - places that are cheaper and have much better service - I\'d suggest you try one of those instead of The Lalit Ashok (unless you don\'t care about the food/noise/heat etc.).',neg
'Arrived early in the morning to loud banging around the pool as some scaffolding was being taken down. No warnings given that this would continue for the next 24 hrs as my room overlooked the pool. The hotel is very bland with little character and the restaurant serves rather uninspiring food. I had a very unpleasant incident with money being removed from my mini-safe and although the manager tried, I was unconvinced of his conclusions - I won\'t go any further on this. I was also woken up (along with all of the 5th floor) at 0500 hrs one morning with a very large noisy party in the hallway. This lasted for over 20 minutes and ringing the reception didn\'t seem to result in anything positive being done. The staff were friendly but when you are the only one in the bar at 730pm, I guess they have to be! Wouldn\'t stay again as there are far better hotels offering better services and facilities for the same price. Overall a disappointing experience.',neg
'I booked a nine day stay based on the positive reviews and flashy website with my wife and 2 young children. We arrived at the reception to a very formal welcome..Hello, passports please, lets go to your room. My first impression of the room was that of a tired and lazy effort, the walls lights were not parallel (one was bent), skirtings/blinds/walls all stained. I thought \'Oh my God, I paid a fortune for this dump\'.I waited till the next day to form a better opinion. At the restaurant it did not get better, every day for nine days I had to ask the same 3 questions, Could I have some tea please?, water please? a teaspoon please?. There is no kitchen attached to the restaurant, each order if telephoned to another location, so when my prawns arrived they were cold. Complimentary use of the massage chair, read a sign when you enter the resort. When I went to see it, it looked like a 20 year old piece of junk with disconnected wires at the back of it !The 4 poster beds near the pool had sheets on them that resembled as if they had been dragged through the slums, and were rarely changed more than every 3/4 days, with bird poo covered at all times on the roof sheets. I spoke to 2 other guests, one from Scotland and the 2nd from Leicester, both bitterly dissapointed. The 2nd checked out early and went to a similair resort for half the price.I am really shocked that they manage to charge up to £100 per night, for a flashy website to a group of unnasuming Europeans.The only positives was the ambience by the pool and surrounding gardens. Would I recommend this Hotel, I think you already know the answer. Two words to describe the hotel...rip and off. Ismail (Leicester)',neg
'I\'ve stayed at this property twice. The first time I was ugpraded (using platinum certificate) to the 09 suite on the corner of the hotel. The room itself is quite nice, with a very large bathroom and floor to ceiling glass in the extra big shower however, the street noise (honk honk honk scooter motors etc.) on the busy corner is very noticeable through the thin glass windows/doors. Upon booking a reservation for a second visit, i specifically requested a quiet room away from the main intersection, and I stayed in a room 21 suite at the corner of the hotel on the side road far from the main intersection however, the street noise was still very noticeable. The windows in the hotel are simply too thin.On the plus side, the breakfast is good (although not any better than the Westin Pune). Because of the street noise, I can\'t recommend the property.Room Tip: I don&#39t think there are any quiet rooms at this property. Avoid unless you sleep with ear plugs...See more room tips',neg
'As newly-weds, my bride and I were very excited about spending our wedding night at the Pune Marriott. It was a very kind gift from a family friend who was a frequent visitor and patron of the hotel.We arrived at the hotel late on Dec 14, straight from our wedding festivities. I found it a trifle odd that during check-in, it was openly announced that our family friend had reserved a room for us using gift vouchers, and that to avail of the reservation, we would need to present the vouchers in its original physical form. Firstly, this was surprising because the Pune Marriott sent a booking confirmation email on Nov 28 which was forwarded to my family. It did not make any mention of presenting vouchers or speak about any formalities needed to check in.Secondly, one would think a reputed international chain of hotels like the Marriott would exercise more discretion with their guests. Whether cash or gift vouchers or solid gold was used to book a room for our wedding night is immaterial to my bride and I. For us, it was and remains a very generous gesture. But by announcing to us upfront that the booking was made gift vouchers - that too the tone with which it was done by the receptionist - it came across as patronizing. Back at the check-in desk, we had no idea about this gift voucher. And we certainly did not want to disturb our family friend late at night. The receptionist said we needed to produce the original vouchers before we checked out. The fact that the onus of producing these vouchers was squarely placed on our shoulders - newly weds exhausted from days of festivities - beggars belief to this day. The Pune Marriott evidently has a baffling way of treating just married couples.We even paid to upgrade to a suite. But instead of enjoying the wedding night, I was getting in touch with my family asking them if they knew about this supposed gift voucher. Our understanding was the booking confirmation email we received from the hotel verifies and - well - confirms the booking. I obtained the duty manager\'s email address and got my mother to resend the booking confirmation email later that night to him/her. It was a minor hassle to bother my folks for this, but we thought the matter would be laid to rest. We were sadly mistaken. The next morning during check-out, the same receptionist even confirmed receiving the booking confirmation email, but still blindly insisted on seeing the original gift voucher. Failing this, we were told I would need to pay for the booking. A frantic chain of calls from me to my family to our family friend ensued. I tried explaining to the receptionist that perhaps this gift voucher was already submitted to their reservations office. Why else would we receive a booking confirmation email? But she wouldn\'t listen and kept parroting the hotel\'s policies. At one point, we felt as if it was being insinuated that my bride and I were trying to swindle the Pune Marriott by trying to escape without paying. Hardly the magical experience we were hoping for as newly weds in a supposedly fancy hotel. It was only later that we were made to wait and your staff bothered to check our room reservation. After what seemed like an eternity, we were met by another staff member - the pitifully-trained, uncouth receptionist who dealt with us didn\'t even offer us an apology - who sheepishly admitted what happened was an embarrassing mistake on their side. Turns out it was a case of the Pune Marriot\'s left hand not knowing what the right hand was doing. The gift voucher in question was personally submitted by our family friend weeks in advance to the reservations desk. He had the humility to say they should have checked our reservation internally before burdening us with the task of proving we are not frauds. And to apologize for this horrid, insulting experience? A box of chocolates! Even if we didn\'t live in Belgium, that\'s downright pathetic. A wedding night is something one is supposed to cherish all their lives. The Pune Marriott staff ruined it for us. I wonder how much they emulated the core values trumpeted on the Marriott website. http://www.marriott.com/corporateinfo/culture/coreValues.miI\'ve been to Marriott hotels in many cities and countries and was excited that one had finally opened in my hometown. But the people of Pune deserve better. We certainly deserved to be treated better.I hope in the future the hotel will do its homework before treating guests shabbily.',neg
'I was with shamitha on this holiday with our respective families and her review sums it all up.do not go here with children and maybe if you are a NRI and a foriegner the treatment will definitely be better.The property is beautiful and the rooms great but we could have done without the racist remarks and terrible service we endured.and please do note that all great reviews are by foriegners so good for them and bad for us as we are treated like this in our own country..Liked &#x2014 the propertyDisliked &#x2014 terrible service at restourant with personal insults as dessert',neg
'Hi friends, please think many times before you chose this hotel, as i found they are nothing more than the cheaters, i booked for int 10,000 and then they said since u r 2 persons so have to add inr1,000 which i paid in full again,but at the check out time they again charged me for the same reason,and final i ended up by paying almost inr14000+ per night,the reception were totally un-educated,so they were so confused and had no answers,finally i have to throw away my money to them,i just call them Cheats,Room Tip: Please check the bathrooms incase you have to check in...they don&#39t clean them properly,bathtubs...See more room tips',neg
'I have nerve experienced such shoddy service, poor quality of staff, unresponsive managers and that to inspire of repeated complaints. It\'s a stress staying in such a hotel.really avoidable.the room menu the toilet fixtures, the buffet spread etc were very average. Any house keeping or room service required at least two reminders. Most times they would say no such order received.',neg
'We stayed at the Westin Gurgaon twice on our trip to India and on both occasions the hotel tried to rip us off on the airport transfer.On our first stay we were flying at 7am so had a very early check-out and having asked the night before about taxis were told it wouldn\'t be a problem at this hour. The next morning upon check-out we were told it would be at least an hour before a taxi would come but the hotel car was available. The hotel car costs 1900 INR to drop you at the airport, the taxi from the airport cost 300 INR. Naturally because we had to make our flight we had no choice but take the hotel car.Our second time we had a late night flight and requested a late check-out the day before and asked about a taxi, again this would not be a problem. Upon check-out the next day the same as previous - a taxi will take a long time to get but the hotel car is available. This time with hours to spare we were happy to wait for a taxi. We did however complain to the hotel manager that the hotel seems to have a practice of running this scam, we were essentially told our complaint was inappropriate. Having spent two months in India you become accustomed to the all-pervasive feeling you\'re being ripped off. You don\'t expect it from a Westin hotel, even if it is India it should be following the international standards of the chain and brand.Apart from this horrible experience the hotel itself is good with clean rooms which are very comfortable. The hotel has a nice pool although the Delhi haze and pollution makes it hard to enjoy. Restaurant and bar is already overpriced before they add the city and service taxes.If you\'re staying here and need an airport transfer insist on a taxi and clarify that this is not the hotel car or arrange one yourself, it might be easier!',neg
'This was our fifth visit tot the hotel in the last three years. This time we planned may as the kids school holiday\'s were coming to an end. We have always loved this hotel and preferred it to the other five stars in South Goa due to it\'s location, ambience and the serenity it\'s offers which is really required when one is taking a break from the faced paced life in Mumbai. Have always given this place a lot of reccomendations but unfortunately this time we had a very disappointing experience because of the detroiating service standards in the hotel !!! am a very Selective traveler and attention to detail is important to me and due to work pressure we land up taking 2 holidays only every year!! we arrived into the hotel during lunch time , we went to Vivo the coffee shop as We we horrified with our first meal at the start of vacation which gave us th taste of being at a wedding where the caterer cooks for the masses and doesnt care about presentation or quality. And it\'s sad that after calling the GM of the hotel and speaking to the head of F &amp B services about my disappointment in the food quality were we promised attention to food. All I can is that besides one night of having a good meal from spice studio the other meals were below average!!! Forget expectations on local goan food , the other fare wouldn\'t excite your pallet at all !! I did get an opportunity to meet with the Head Chef who was pretty outright in telling me that the choice of food was to cater the large groups !! We had a fantastic experience eating out at Nostalgia and even at Martin\'s but all select foodie\'s would not recommend the food at the hotel at all!! They have a gorgeous infinity pool and also a new wing which houses another pool which we enjoyed !!! Our SPA exereince was also good!! To summarise all I can say is that it\'s a great place to stay with courteous staff but definately not a good place to eat in!!! A Beautiful Hotel which has miles to go where food quality and service standards are concerned!! We are definitely not coming back to this hotel !!',neg
'I had went with my family on the rooftop restaurant. no one attainded us for 10 minutes. order was not taken properly. no manager was there to solve the problem. we couldnt see any supervisor or captain. very pathetic service and tasteless food',neg
'Disappointing stay. Staff were very focused on getting tips. Food varibale quality. Management disinterested when there was serious complaint from another guest at the hotel. Spa disappointing. Pool great though.Would not recommend as overpriced and NOT the 5 star rating it claims to be.Liked &#x2014 tranquilityDisliked &#x2014 the poor customer service form the management',neg
'Both my girlfriend and I are currently staying in this hotel and are both starwood preferred members. We\'ve stayed at many starwood hotels throughout many countries and I can say that this hotel is my least favorite. The hotel itself is pretty and the staff are nice, its that nothing seems to work. The problems I\'ve had so far should be non-issues and no brainers, but have been very troublesome. The constant construction is very noisy and appears to be on all sides of our room. After calling reception 3 different times, I got the hammering to stop. It started at 8am and when you are on vacation, its obnoxious to be awaken early.the internet sucks after calling reception, maintenance came to my room. the wifi signal is very low to no signal and the booster he installed wouldn\'t work either. I was told to plug in my computer to the lan connection (it took another 30 mins for him to track down the cable). this is pretty annoying considering the wifi costs 15 usd (650 rupees). Even in the lobby, the wifi only works in some places close to the front desk. Honestly, its just not what you expect from a 5 star hotel.noise: the windows overlooking the city are very thin and transmit the constant honking of Indian traffic right into the rooms. day and night. the pool: its currently 108 degrees, the pool is in the shade and a good temp, however its brown colored and I\'m not allowed into it. great way to top off the stay by taking away one of the few reasons I chose this hotel. overall, unsatisfied for a 5 star starwood hotel. I wish I had chosen a different one.',neg
'We booked 3 nights in the soul vacation as we liked the website and other decriptions on tripadvisor. As an European traveller we were completely unsatisfied with the quality of the place. It looked old and the well advertised spa looked shabby and dirty. There is constant and loud music played at the pool. The bathroom was dirty and mouldy. One hour after we checked in we decided to leave but the hotel made us pay for at least one night. We were not happy with the staff and found them rather unfriendly. Their is also no direct access to the beach and you have to walk almost through Colva\'s main area to get there. We were not too impressed with Colva - it looked very touristy and quite busy. We were looking for quietness, a place to relax and a nice spa but this was not the place.Room Tip: The rooms on the first floorSee more room tips',neg
'We had heard a lot about Oberoi Vanya Vilas when we set out the property does not dissapoint in its sheer beauty.However the service was a revelation at how bad things could get.The dining service was dismal for both the nights we were there at dinner time- the kids fell off to sleep waiting for the food. The breakfast was equally slow. We had paid up for breakfast and dinner so we had to bear the slow torture. The food would come together after a long wait or at random sequence.The staff had a knack of saying the wrong things eg- the foreigners eat lighter breakfasts and are on time(point noted...indians eat heavier breakfasts so they are not catering to us...when will we get over this firang complex!!!!)the howler was we know u dont want to go but it is time for u to catch your train Someone needs to give them a crash course on etiquette to make them worthy of the money we pay for their services.We did bring it up to the GM who would hopefully look into it....but the service did spoil our holiday and I guess there is no way anyone can make up for it',neg
'Had a bad experince with regards to service, many a times I ordered something and got something else that too after waiting for so long. Had good experience with Westin pune recently so thought of staying here but apart from location things were not good. Will not suggest anyone from service point of view.',neg
'The outdoors of the place is very beautiful, unfortunately the bedroom was full of cob webs and some dead roaches underneath the bed as a welcoming throughout my 4 day stay. Housekeeping never even bothered, all they did was make the beds. One night I spent 2 hours at the Dakiti restaurant, I practically had to beg to get 2 drinks throughout the 2 hours. The dinner I had reserved in advanced had already been sold but I did get a console dinner, after getting a discount for my frustration, this 2 dinner meal came out close to $100, Where in the rest of the island, good food and great svc doesn\'t cost more than $55. Two of my requests to a female worker at the desk were completely ignored. The one that left a very good impression on my husband and myself was the new manager Luis, he absolutely went out of his way to fulfill every request including the ones that were ignored by the other worker, he never made a face (like the other lady) and was more than happy to accommodate us as much as he could, even though he had just started working there a few days prior to our arrival. If anyone wants to see pictures of the room full of cobwebs and dead roach, feel free to e-mail me. In Culebra it is very easy to get transportation from the airport to the rest of the island, it is also very convinient to rent a car as soon as you arrive. I rented from Bahia Marina (Thrifty\'s). The inside of the car was dirty and hard to see when driving since the inside of the windshield had a nice film of dirt throughout. The last thing I wanted to do was clean my car rental and encounter dead roaches and cob webs in my room during my vacation. I\'ve been going to Culebra for the past 9 years at least twice a year and have never been through this before.Liked &#x2014 The pool area was peacefulDisliked &#x2014 service, housekeeping',neg
'I normally stay at Marriott or Taj in Pune . This time i had to stay at le meridian since my colleague was staying there. The restaurants are bad and serve poor quality food. The gym is not very neat and there is no one to attend to you. Air conditioning is worse there is this foul smell all the time in the room. You never feel fresh.',neg
'I chose the hotel because of the LEED Gold rating of the building, meaning it is designed to be very environmentally friendly. However, the price which is even higher than Taj Blue Diamond, is not comparable at all. In style with my other posts:The good:-When they make mistakes, the management is keen on my feedback and they even gave me chocolates to say that they are sorry. That is sweet of them.-When something bad happens they call and ask what happened. But i don\'t know if this actually helps for future guests. Someone must have let them know before i came to stay there.The bad:-This is the hotel in India with the most No that you I have heard from staff. I think it is because American rules are enforced on an Indian staff which culturally is not used to this word. They almost say no before you have asked your question.-If I say no to something they offer, many of the staff will insist. This becomes almost a burden. Service is nice, but they should learn that in the North, a no one time means no, and not like it could be in the South where a no is a polite reply although the respondent means yes.-If i ask for laundry to be picked up, this can take more than 15 minutes. In general, things take a long time here.-Some times things never came. Once for breakfast i asked for porridge. I left 60 minutes later not ever seeing it. I had to remind them about stuff a few times. Waterbottles at the pool could take 15 minutes too, or more.-When my shirt was ironed, it had awkward creases going all the way down the back. I educated the staff but im not sure they will remember.-Idly and sambar for breakfast is not good. Only two chutneys, and the sambar is very watery. Idly is granular and not soft.-My broccoli smoothie was wrong. I found out after two days that they had blanched it although i specifically asked for Raw No cooking when ordering. I had to inquire the chef. Other hotels usually get it the first time.-They are reluctant to serve strawberries although it was in season locally. Other hotels in india will order the fruits you ask for so they are there next day.-They had canned juice posing as fresh, pressed grape juice. The grapes they served were imported, although it was in season locally.-sometimes when i ask for stuff, it seem like the staff wants to go home. it makes me hesitant to ask for things which makes my stay nicer.-they served me green tea bags with water at 40 degrees celcius.-shirt for pressing was returned with stains.Is this worth it for the eco friendliness? I am thinking of doing Taj blue diamond next time in pune. It is an awesome hotel.As a standard in my reviews, I will add recommendations of things I seldom find in any hotel. I do this because I know hotel management often reads thesel:-Go greener. Ask when booking if one the guest wants to take steps to make their stay more conscious. If they answer yes, give them a menu of things to do including: Fewer towels and pillows to save water less cutlery and dishes when ordering in room dining breakfast, with local, seasonal vegetarian items cleaning of room only on specified days + any other action that helps other people and the environment.-If you are doing any efforts like giving food to orphanages, giving employees decent salaries and benefits and good working hours, using bio degradable detergent, inform the guests. Inform them in a way that highlights the benefits to people and environment.-Include green, fair trade items in the menus. Include organic stuff. Make people think of this as an obvious choice by promoting values of care for others and the environment.-Make all soaps, shampoos etc bio degradable and fair trade and organic as far as possible.',neg
'We were charmed by the rooms inside, however, everything else made us move to a different hotel.Rooms are decorated very nicely and are absolutely clean. All have views on the swimming pool. It\'s a small place, very private and the service is very nice and dedicated however:1. They forgot to pick us up at 5 am from the airport, were late by an hour and tried to come up with a lie about some external problem causing delay. Only the day after they admitted they forgot.2. They did not feel guilty of inconvenience and we had to point out that this level of service is not satisfactory but no solutions were found3. The swimming pool was absolutely dirty and after my question when it will be better the answer was maybe in 4 days (and in 4 days we were leaving). Access to the pool is necessary in this hotel since no access to the beach is granted4.The buildings, chairs and tables were not clean white as in pictures but during our stay many workers were running around painting everything. This promises good view in future, but it also means, they should\'ve closed the hotel for renovation and not try to get money from clients who expected a beautiful place5. Some food is really great, but chicken with parmesan and mojito made us a little sick so try before eating all. (however, other foods like kababs were fantastic)All in all, we moved, but the staff did not make problems about it, even though we booked for 5 days, so a big plus for being sincere and fair. The hotel should like and work nice pretty soon but ask before you go.',neg
'I spent a week at the Taj Blue Diamond in Pune and found it lacking in several respects. First, there is a major renovation of the hotel going on, meaning the entire front is torn out and being rebuilt. Construction runs 6 days per week from relatively early until around 7 pm. This is very bad if you are jet lagged and need to sleep during the day. Even worse, it means the front desk is now on the 1st floor cramped into a corner in front of the elevators. Very disappointing. Even worse, if you use the pool during the day, the construction crew watch you with interest from the hole in the wall overlooking the pool. Odd! The food was ok. The rave reviews about the Indian restaurant are not deserved in my view. There are much better options outside the hotel a short car ride away. I had a couple of Chicken kebabs that were only partially cooked. Also, the waiters in the Coffee Shop made errors on my order at least twice during the week. And breakfast that is included in the room rate was of very poor quality relative to the hotel rates. Pune has several new hotel options that either just opened or are soon opening. I would strongly recommend checking out the O Hotel, Oakwood service apartments, or Westin (when it opens) as much nicer options than the Taj. Lets hope the renovations finish soon and lift this hotel up from its current mediocre levels.',neg
'We made a reservation at Bahia Marina in Jan. 2009 for a trip in Dec. 2009 for our 20th anniversary. Shortly after, we received a notice that my husbands job was in jeopardy so I called and cancelled the reservation &amp emailed the hotel the memo we received. We cancelled the reservation within two weeks and it is April now (over 3 months later) and we STILL HAVE NOT RECEIVED A REFUND OF $1,700.00! I have called numerous times, and have been promised by Nellie that our refund will be done that day. It has never shown up on our bill, so I have no other choice, but to contact our credit card company about this charge. The management has not proven to be honorable, and this is sad because it is a nice resort. Be very careful when making a reservation here.',neg
